order_item_id,order_id,product_id,quantity,unit_price,discount_pct
434,221,140,1,2889.0,0
435,222,165,1,449.0,0
436,223,25,1,3649.0,5
437,223,164,2,549.0,10
438,224,88,1,2049.0,10
439,225,133,2,3549.0,0
440,225,178,1,169.0,10
441,226,72,1,1649.0,10
442,227,109,1,699.0,0
443,228,58,1,3319.0,0
444,229,119,2,619.0,0
445,230,31,1,2199.0,0
446,230,172,1,249.0,0
447,230,140,1,2889.0,0
448,231,112,1,309.0,10
449,232,4,1,1109.0,10
450,232,24,1,2429.0,10
451,233,48,1,3959.0,5
452,234,116,2,1469.0,0
453,235,47,1,3909.0,0
454,236,84,1,1179.0,0
455,237,47,1,3909.0,5
456,238,20,1,4369.0,0
457,239,22,1,989.0,0
458,239,117,1,1109.0,0
459,240,110,1,1229.0,5
460,241,35,1,749.0,0
461,241,39,1,3959.0,15
462,241,125,1,3869.0,5
463,241,146,1,369.0,0
464,242,110,1,1229.0,0
465,243,13,1,3179.0,0
466,243,142,1,1669.0,0
467,243,84,2,1179.0,5
468,244,63,1,929.0,0
469,245,135,1,1609.0,0
470,245,161,1,549.0,0
471,245,52,1,1859.0,10
472,246,24,2,2429.0,0
473,247,81,1,1299.0,20
474,248,174,2,619.0,0
475,248,33,1,1699.0,0
476,249,108,3,1339.0,15
477,249,100,1,1619.0,0
478,249,38,1,3659.0,0
479,250,75,1,449.0,0
480,251,164,1,549.0,0
481,252,45,1,4489.0,0
482,253,4,1,1109.0,0
483,253,76,1,2759.0,0
484,254,5,1,3939.0,15
485,255,40,1,2059.0,0
486,255,9,1,2389.0,0
487,256,74,1,1959.0,0
488,257,36,1,3959.0,0
489,257,125,1,3869.0,5
490,258,135,1,1609.0,5
491,258,171,1,499.0,0
492,258,37,1,439.0,20
493,258,161,1,549.0,15
494,259,159,1,439.0,0
495,260,73,1,1079.0,0
496,261,21,1,1439.0,5
497,261,176,1,509.0,0
498,261,18,1,5829.0,0
499,262,123,1,319.0,0
500,262,28,1,3919.0,0
501,263,137,3,3509.0,0
502,264,163,2,869.0,20
503,264,87,1,1689.0,0
504,264,111,1,1249.0,0
505,265,119,1,619.0,0
506,265,70,1,1289.0,0
507,266,160,1,229.0,20
508,266,108,1,1339.0,0
509,266,35,1,749.0,0
510,266,23,2,2159.0,0
511,267,130,1,2399.0,20
512,268,7,1,5139.0,0
513,269,162,1,639.0,0
514,269,114,1,1769.0,0
515,270,138,1,2179.0,0
516,270,155,1,749.0,20
517,271,99,1,1359.0,0
518,271,132,1,789.0,0
519,272,161,1,549.0,0
520,272,73,1,1079.0,0
521,273,49,1,2809.0,0
522,274,108,1,1339.0,10
523,274,87,1,1689.0,0
524,274,170,1,489.0,0
525,275,145,1,1329.0,0
526,276,21,1,1439.0,10
527,276,12,1,2329.0,0
528,276,169,1,789.0,0
529,276,161,1,549.0,0
530,277,111,1,1249.0,15
531,277,114,1,1769.0,5
532,277,140,1,2889.0,0
533,278,6,1,919.0,0
534,278,26,1,5849.0,15
535,278,174,1,619.0,0
536,278,116,1,1469.0,15
537,279,118,1,479.0,0
538,279,10,2,3059.0,0
539,280,49,3,2809.0,20
540,280,65,1,329.0,0
541,281,127,1,3449.0,0
542,282,26,2,5849.0,0
543,282,68,1,2859.0,0
544,282,5,2,3939.0,0
545,282,54,1,2299.0,0
546,283,114,1,1769.0,5
547,284,162,1,639.0,0
548,284,154,1,519.0,0
549,285,142,1,1669.0,0
550,285,90,1,2839.0,0
551,286,78,1,2969.0,0
552,286,39,1,3959.0,0
553,286,103,1,1159.0,0
554,287,88,1,2049.0,0
555,288,173,1,429.0,0
556,288,129,1,3769.0,20
557,289,31,1,2199.0,0
558,290,125,1,3869.0,0
559,290,14,1,1849.0,0
560,291,119,1,619.0,0
561,292,142,1,1669.0,0
562,292,167,1,119.0,0
563,293,82,1,2019.0,0
564,293,33,1,1699.0,0
565,293,93,1,589.0,0
566,294,60,1,4519.0,5
567,294,31,2,2199.0,5
568,294,80,3,949.0,10
569,295,161,1,549.0,0
570,295,127,1,3449.0,0
571,295,104,1,329.0,0
572,296,72,1,1649.0,0
573,297,90,1,2839.0,5
574,297,96,1,309.0,5
575,297,124,1,1869.0,0
576,297,93,1,589.0,10
577,298,79,1,2119.0,10
578,299,120,1,1229.0,5
579,299,106,1,1069.0,0
580,300,20,1,4369.0,0
581,300,12,3,2329.0,0
582,301,114,1,1769.0,0
583,301,20,1,4369.0,0
584,302,141,1,3599.0,0
585,302,127,1,3449.0,0
586,303,61,1,2489.0,0
587,303,80,1,949.0,0
588,304,61,1,2489.0,0
589,305,17,1,1149.0,15
590,305,76,1,2759.0,0
591,305,99,1,1359.0,0
592,305,10,2,3059.0,0
593,306,74,1,1959.0,0
594,307,34,1,1059.0,0
595,308,134,3,2869.0,0
596,309,17,1,1149.0,10
597,310,169,1,789.0,15
598,311,158,2,779.0,0
599,312,27,1,5699.0,20
600,313,125,1,3869.0,0
601,314,64,1,2519.0,0
602,314,103,1,1159.0,5
603,315,137,3,3509.0,0
604,316,62,1,1169.0,0
605,316,147,1,3339.0,5
606,317,29,2,1269.0,0
607,318,70,1,1289.0,0
608,318,54,1,2299.0,0
609,318,87,1,1689.0,0
610,319,26,1,5849.0,0
611,320,25,1,3649.0,0
612,320,102,1,429.0,0
613,320,17,1,1149.0,5
614,320,88,1,2049.0,15
615,321,107,1,1239.0,0
616,321,113,1,599.0,0
617,321,114,1,1769.0,10
618,322,117,1,1109.0,0
619,322,67,1,629.0,0
620,322,118,1,479.0,0
621,323,58,1,3319.0,0
622,323,88,1,2049.0,0
623,323,148,2,739.0,0
624,323,116,1,1469.0,10
625,324,155,2,749.0,0
626,324,83,1,549.0,0
627,324,175,1,409.0,5
628,324,59,1,4109.0,0
629,325,45,1,4489.0,0
630,325,105,1,169.0,0
631,326,78,2,2969.0,0
632,326,127,1,3449.0,5
633,326,50,1,529.0,15
634,326,164,1,549.0,0
635,327,146,1,369.0,0
636,327,71,1,2909.0,10
637,328,149,1,3149.0,0
638,328,71,1,2909.0,10
639,328,142,1,1669.0,15
640,329,134,1,2869.0,0
641,330,98,1,719.0,5
642,330,24,1,2429.0,0
643,331,36,1,3959.0,20
644,331,132,1,789.0,15
645,332,37,1,439.0,0
646,332,70,1,1289.0,0
647,333,46,1,959.0,0
648,334,17,1,1149.0,0
649,335,71,1,2909.0,15
650,335,5,1,3939.0,0
651,335,17,1,1149.0,0
652,336,80,1,949.0,0
653,336,171,1,499.0,0
654,336,153,1,689.0,0
655,337,120,1,1229.0,0
656,337,179,1,129.0,0
657,338,113,1,599.0,5
658,338,31,1,2199.0,0
659,339,16,1,3969.0,0
660,340,17,1,1149.0,0
661,341,6,1,919.0,10
662,342,24,1,2429.0,0
663,343,119,2,619.0,0
664,343,87,2,1689.0,15
665,343,165,1,449.0,10
666,343,114,1,1769.0,0
667,344,170,1,489.0,20
668,344,64,1,2519.0,5
669,345,107,2,1239.0,0
670,346,7,1,5139.0,20
671,347,42,1,1929.0,10
672,347,94,1,1509.0,0
673,348,67,1,629.0,15
674,348,159,1,439.0,0
675,348,58,2,3319.0,5
676,349,84,1,1179.0,5
677,349,98,1,719.0,0
678,349,74,1,1959.0,15
679,349,82,1,2019.0,0
680,350,35,1,749.0,0
681,350,7,1,5139.0,0
682,351,156,2,459.0,0
683,351,51,1,549.0,10
684,351,94,1,1509.0,0
685,351,33,1,1699.0,0
686,352,72,1,1649.0,0
687,352,83,1,549.0,0
688,353,53,1,4579.0,0
689,354,172,1,249.0,0
690,355,42,1,1929.0,0
691,356,150,1,2599.0,0
692,356,115,1,1629.0,10
693,357,35,1,749.0,0
694,358,112,1,309.0,0
695,359,47,1,3909.0,0
696,360,61,1,2489.0,10
697,361,13,1,3179.0,0
698,362,14,1,1849.0,0
699,363,8,1,1759.0,0
700,363,42,1,1929.0,0
701,364,58,1,3319.0,20
702,364,167,1,119.0,15
703,365,44,1,3769.0,0
704,366,12,1,2329.0,0
705,366,25,1,3649.0,0
706,366,164,1,549.0,10
707,367,17,1,1149.0,0
708,368,42,1,1929.0,0
709,368,27,1,5699.0,20
710,369,67,1,629.0,0
711,369,57,1,4689.0,0
712,370,39,1,3959.0,0
713,371,8,1,1759.0,0
714,372,4,1,1109.0,0
715,372,159,2,439.0,0
716,373,33,1,1699.0,15
717,374,93,1,589.0,0
718,374,160,1,229.0,0
719,375,40,2,2059.0,5
720,376,151,1,149.0,0
721,377,121,1,3789.0,0
722,377,149,2,3149.0,5
723,378,116,2,1469.0,0
724,379,19,1,2389.0,0
725,379,134,1,2869.0,0
726,379,49,2,2809.0,5
727,380,176,1,509.0,0
728,380,161,1,549.0,0
729,380,91,1,719.0,15
730,380,118,2,479.0,10
731,381,122,1,3689.0,0
732,382,123,1,319.0,0
733,383,100,1,1619.0,0
734,384,168,1,149.0,0
735,384,53,3,4579.0,0
736,385,171,1,499.0,0
737,386,168,1,149.0,0
738,386,159,2,439.0,0
739,386,149,1,3149.0,0
740,386,124,1,1869.0,0
741,387,133,1,3549.0,0
742,387,124,1,1869.0,0
743,388,169,1,789.0,0
744,388,175,2,409.0,0
745,389,96,1,309.0,0
746,389,4,1,1109.0,0
747,390,44,2,3769.0,0
748,391,49,1,2809.0,20
749,391,1,1,2759.0,0
750,391,2,3,4619.0,0
751,392,56,1,1739.0,0
752,392,134,3,2869.0,0
753,393,123,1,319.0,0
754,393,81,1,1299.0,0
755,393,55,1,1459.0,0
756,393,46,1,959.0,0
757,394,143,1,2429.0,5
758,395,107,1,1239.0,0
759,395,172,1,249.0,0
760,395,156,1,459.0,5
761,396,9,1,2389.0,10
762,396,147,2,3339.0,0
763,397,115,3,1629.0,5
764,398,89,1,2179.0,0
765,399,61,1,2489.0,0
766,400,88,1,2049.0,0
767,401,3,2,1619.0,0
768,402,127,1,3449.0,0
769,402,73,1,1079.0,10
770,403,144,1,2009.0,0
771,404,73,1,1079.0,10
772,404,103,1,1159.0,0
773,405,30,1,1049.0,0
774,405,180,2,859.0,15
775,406,75,1,449.0,10
776,407,167,1,119.0,0
777,408,162,1,639.0,5
778,409,40,1,2059.0,0
779,410,139,1,3249.0,0
780,410,158,1,779.0,0
781,410,145,1,1329.0,0
782,410,130,1,2399.0,0
783,411,173,1,429.0,0
784,411,24,1,2429.0,0
785,412,50,1,529.0,5
786,412,151,1,149.0,0
787,413,102,1,429.0,0
788,414,50,1,529.0,15
789,415,109,1,699.0,0
790,416,17,1,1149.0,15
791,416,1,1,2759.0,0
792,417,108,1,1339.0,10
793,418,37,1,439.0,0
794,419,141,1,3599.0,20
795,419,40,1,2059.0,0
796,420,56,1,1739.0,0
797,421,105,1,169.0,0
798,421,175,1,409.0,0
799,421,26,1,5849.0,0
800,422,119,2,619.0,0
801,422,153,1,689.0,0
802,422,127,1,3449.0,0
803,423,143,2,2429.0,0
804,423,66,1,1439.0,0
805,424,160,1,229.0,0
806,425,138,1,2179.0,0
807,426,93,1,589.0,5
808,426,72,1,1649.0,5
809,426,162,1,639.0,0
810,427,170,1,489.0,10
811,428,111,1,1249.0,0
812,428,12,3,2329.0,5
813,429,78,1,2969.0,0
814,429,114,1,1769.0,0
815,430,40,1,2059.0,0
816,430,142,2,1669.0,10
817,431,111,1,1249.0,0
818,432,163,1,869.0,10
819,432,23,1,2159.0,5
820,432,29,1,1269.0,15
821,433,26,1,5849.0,10
822,434,161,1,549.0,0
823,434,21,1,1439.0,0
824,434,130,1,2399.0,0
825,434,46,1,959.0,0
826,435,157,1,129.0,0
827,435,69,1,1709.0,0
828,436,133,1,3549.0,0
829,436,117,1,1109.0,0
830,436,38,1,3659.0,0
831,437,170,1,489.0,0
832,437,48,1,3959.0,0
833,438,97,1,1649.0,0
834,439,111,1,1249.0,5
835,439,10,1,3059.0,0
836,440,49,1,2809.0,0
837,440,53,1,4579.0,5
838,441,176,1,509.0,0
839,442,17,1,1149.0,5
840,442,102,1,429.0,0
841,442,65,3,329.0,0
842,442,98,1,719.0,0
843,443,53,1,4579.0,15
844,443,45,1,4489.0,0
845,444,95,1,1029.0,10
846,445,166,3,389.0,5
847,445,79,3,2119.0,10
848,446,163,1,869.0,10
849,446,61,1,2489.0,0
850,446,144,1,2009.0,0
851,446,11,3,3989.0,10
852,447,92,1,1689.0,5
853,447,99,1,1359.0,0
854,447,161,1,549.0,0
855,448,80,1,949.0,20
856,448,70,1,1289.0,0
857,449,19,1,2389.0,5
858,450,44,1,3769.0,0
859,451,44,1,3769.0,0
860,451,126,1,1359.0,5
861,451,152,1,539.0,0
862,451,84,1,1179.0,0
863,452,55,1,1459.0,0
864,452,31,1,2199.0,0
865,452,26,1,5849.0,0
866,452,99,1,1359.0,0
867,453,175,1,409.0,0
868,453,145,1,1329.0,0
869,454,22,3,989.0,0
870,455,170,2,489.0,0
871,455,77,1,699.0,0
872,455,75,1,449.0,0
873,456,4,1,1109.0,0
874,456,68,1,2859.0,0
875,456,11,1,3989.0,0
876,457,68,1,2859.0,0
877,457,16,1,3969.0,0
878,457,98,2,719.0,0
879,458,173,1,429.0,0
880,458,14,2,1849.0,5
881,459,78,1,2969.0,0
882,460,135,1,1609.0,10
883,460,99,1,1359.0,0
884,461,177,1,639.0,0
885,461,130,1,2399.0,0
886,462,92,1,1689.0,0
887,462,66,1,1439.0,20
888,463,40,1,2059.0,0
889,463,116,1,1469.0,10
890,464,172,1,249.0,5
891,465,131,1,2569.0,0
892,466,7,1,5139.0,0
893,466,113,1,599.0,15
894,467,58,1,3319.0,0
895,468,77,1,699.0,0
896,469,69,1,1709.0,0
897,470,75,1,449.0,0
898,470,72,1,1649.0,0
899,471,92,1,1689.0,0
900,472,148,1,739.0,0
901,472,36,1,3959.0,10
902,472,66,1,1439.0,0
903,473,99,1,1359.0,0
904,473,68,2,2859.0,0
905,473,60,1,4519.0,0
906,474,51,1,549.0,0
907,474,56,1,1739.0,0
908,474,109,1,699.0,0
909,475,87,3,1689.0,0
910,475,83,1,549.0,0
911,476,66,3,1439.0,5
912,477,54,1,2299.0,15
913,478,36,2,3959.0,5
914,478,93,1,589.0,10
915,479,44,1,3769.0,0
916,479,145,1,1329.0,5
917,479,97,1,1649.0,0
918,479,55,3,1459.0,0
919,480,16,1,3969.0,0
920,481,10,1,3059.0,0
921,481,3,1,1619.0,10
922,481,142,1,1669.0,0
923,481,129,1,3769.0,0
924,482,160,1,229.0,0
925,482,46,1,959.0,0
926,483,29,1,1269.0,0
927,484,67,1,629.0,0
928,484,170,1,489.0,0
929,485,61,3,2489.0,15
930,485,126,1,1359.0,5
931,485,59,1,4109.0,0
932,485,58,1,3319.0,0
933,486,23,1,2159.0,0
934,487,168,3,149.0,0
935,487,3,1,1619.0,0
936,488,130,1,2399.0,0
937,489,152,1,539.0,0
938,489,51,1,549.0,0
939,489,58,1,3319.0,0
940,490,52,1,1859.0,0
941,491,79,3,2119.0,0
942,492,136,1,3299.0,0
943,493,63,1,929.0,0
944,493,78,1,2969.0,0
945,493,62,1,1169.0,0
946,494,112,1,309.0,5
947,494,55,1,1459.0,5
948,495,105,1,169.0,0
949,495,109,1,699.0,0
950,495,180,1,859.0,0
